dataset,width,height,aspect,min_side,mode
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1550,1046,1.482,1046,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,511,1.566,511,RGB
FGVC-Aircraft,1550,1045,1.483,1045,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,757,1.353,757,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1300,883,1.472,883,RGB
FGVC-Aircraft,1024,741,1.382,741,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,755,1.391,755,RGB
FGVC-Aircraft,1050,726,1.446,726,RGB
FGVC-Aircraft,1280,886,1.445,886,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,971,740,1.312,740,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,824,1.456,824,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,512,1.562,512,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,735,1.393,735,RGB
FGVC-Aircraft,1485,1002,1.482,1002,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1191,635,1.876,635,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1575,1062,1.483,1062,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,711,1.44,711,RGB
FGVC-Aircraft,1024,666,1.538,666,RGB
FGVC-Aircraft,1024,715,1.432,715,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1490,1005,1.483,1005,RGB
FGVC-Aircraft,900,628,1.433,628,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1050,756,1.389,756,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1565,1055,1.483,1055,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,697,1.469,697,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,751,1.398,751,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1024,685,1.495,685,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,745,1.374,745,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1250,890,1.404,890,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1024,780,1.313,780,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1024,717,1.428,717,RGB
FGVC-Aircraft,1050,772,1.36,772,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,726,1.41,726,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,700,1.463,700,RGB
FGVC-Aircraft,1024,767,1.335,767,RGB
FGVC-Aircraft,900,593,1.518,593,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,819,1.465,819,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1350,912,1.48,912,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,730,1.403,730,RGB
FGVC-Aircraft,900,575,1.565,575,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,658,1.556,658,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,706,1.45,706,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1100,678,1.622,678,RGB
FGVC-Aircraft,1024,716,1.43,716,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1220,836,1.459,836,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1050,729,1.44,729,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,800,451,1.774,451,RGB
FGVC-Aircraft,1024,710,1.442,710,RGB
FGVC-Aircraft,1050,724,1.45,724,RGB
FGVC-Aircraft,1024,702,1.459,702,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1050,712,1.475,712,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1024,682,1.501,682,RGB
FGVC-Aircraft,1000,703,1.422,703,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,742,1.38,742,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,820,1.463,820,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,596,1.342,596,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,708,1.446,708,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1200,752,1.596,752,RGB
FGVC-Aircraft,800,446,1.794,446,RGB
FGVC-Aircraft,1024,738,1.388,738,RGB
FGVC-Aircraft,800,434,1.843,434,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,743,1.378,743,RGB
FGVC-Aircraft,1024,711,1.44,711,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,690,1.484,690,RGB
FGVC-Aircraft,1525,1029,1.482,1029,RGB
FGVC-Aircraft,950,643,1.477,643,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1600,1078,1.484,1078,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1050,730,1.438,730,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,793,1.513,793,RGB
FGVC-Aircraft,1000,659,1.517,659,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,644,1.59,644,RGB
FGVC-Aircraft,1200,820,1.463,820,RGB
FGVC-Aircraft,1600,1078,1.484,1078,RGB
FGVC-Aircraft,1300,748,1.738,748,RGB
FGVC-Aircraft,1300,903,1.44,903,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1050,748,1.404,748,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1100,802,1.372,802,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1440,972,1.481,972,RGB
FGVC-Aircraft,1050,721,1.456,721,RGB
FGVC-Aircraft,1024,720,1.422,720,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,671,1.526,671,RGB
FGVC-Aircraft,800,456,1.754,456,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,737,1.628,737,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1050,737,1.425,737,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1050,732,1.434,732,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1050,735,1.429,735,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,711,1.44,711,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,639,1.603,639,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1530,1032,1.483,1032,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,727,1.409,727,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,753,1.36,753,RGB
FGVC-Aircraft,1010,685,1.474,685,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1100,761,1.445,761,RGB
FGVC-Aircraft,1024,702,1.459,702,RGB
FGVC-Aircraft,1024,693,1.478,693,RGB
FGVC-Aircraft,1600,1188,1.347,1188,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,730,1.403,730,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1020,680,1.5,680,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,820,1.463,820,RGB
FGVC-Aircraft,1570,1059,1.483,1059,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,809,1.483,809,RGB
FGVC-Aircraft,1024,718,1.426,718,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,985,494,1.994,494,RGB
FGVC-Aircraft,1020,726,1.405,726,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,690,1.484,690,RGB
FGVC-Aircraft,1200,826,1.453,826,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,814,1.474,814,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1018,651,1.564,651,RGB
FGVC-Aircraft,1024,698,1.467,698,RGB
FGVC-Aircraft,800,498,1.606,498,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,754,1.393,754,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1150,679,1.694,679,RGB
FGVC-Aircraft,1024,688,1.488,688,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1000,698,1.433,698,RGB
FGVC-Aircraft,1024,709,1.444,709,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,825,1.455,825,RGB
FGVC-Aircraft,1200,800,1.5,800,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1300,716,1.816,716,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,800,495,1.616,495,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1520,1025,1.483,1025,RGB
FGVC-Aircraft,1024,693,1.478,693,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,727,1.409,727,RGB
FGVC-Aircraft,1050,716,1.466,716,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1300,755,1.722,755,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,706,1.45,706,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,728,1.407,728,RGB
FGVC-Aircraft,1050,732,1.434,732,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,675,1.517,675,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,740,1.384,740,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1024,765,1.339,765,RGB
FGVC-Aircraft,1200,761,1.577,761,RGB
FGVC-Aircraft,1024,705,1.452,705,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,971,740,1.312,740,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,714,1.434,714,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,665,1.504,665,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1100,756,1.455,756,RGB
FGVC-Aircraft,1600,1078,1.484,1078,RGB
FGVC-Aircraft,1370,925,1.481,925,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,814,1.474,814,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,718,1.671,718,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1050,768,1.367,768,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1280,938,1.365,938,RGB
FGVC-Aircraft,1550,1045,1.483,1045,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,800,490,1.633,490,RGB
FGVC-Aircraft,1450,979,1.481,979,RGB
FGVC-Aircraft,1200,819,1.465,819,RGB
FGVC-Aircraft,1600,1078,1.484,1078,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1020,715,1.427,715,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1100,770,1.429,770,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1600,1078,1.484,1078,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,668,1.533,668,RGB
FGVC-Aircraft,1200,847,1.417,847,RGB
FGVC-Aircraft,800,454,1.762,454,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,766,1.337,766,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,707,1.448,707,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,692,1.48,692,RGB
FGVC-Aircraft,1024,713,1.436,713,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1100,763,1.442,763,RGB
FGVC-Aircraft,1024,700,1.463,700,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1100,745,1.477,745,RGB
FGVC-Aircraft,1024,704,1.455,704,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,837,1.434,837,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,685,1.495,685,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1024,690,1.484,690,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,800,552,1.449,552,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1000,689,1.451,689,RGB
FGVC-Aircraft,1300,892,1.457,892,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,692,1.48,692,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,701,1.461,701,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1024,717,1.428,717,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1050,796,1.319,796,RGB
FGVC-Aircraft,1024,699,1.465,699,RGB
FGVC-Aircraft,1024,706,1.45,706,RGB
FGVC-Aircraft,1024,727,1.409,727,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1000,674,1.484,674,RGB
FGVC-Aircraft,1200,828,1.449,828,RGB
FGVC-Aircraft,1600,1079,1.483,1079,RGB
FGVC-Aircraft,1024,694,1.476,694,RGB
FGVC-Aircraft,1420,959,1.481,959,RGB
FGVC-Aircraft,1070,637,1.68,637,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,679,1.508,679,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,800,473,1.691,473,RGB
FGVC-Aircraft,1024,740,1.384,740,RGB
FGVC-Aircraft,800,472,1.695,472,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,718,1.426,718,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,631,1.623,631,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1024,696,1.471,696,RGB
FGVC-Aircraft,1024,666,1.538,666,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,979,633,1.547,633,RGB
FGVC-Aircraft,1020,708,1.441,708,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1024,684,1.497,684,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1200,832,1.442,832,RGB
FGVC-Aircraft,1200,809,1.483,809,RGB
FGVC-Aircraft,1050,717,1.464,717,RGB
FGVC-Aircraft,800,504,1.587,504,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1200,822,1.46,822,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1100,755,1.457,755,RGB
FGVC-Aircraft,1500,1012,1.482,1012,RGB
FGVC-Aircraft,1050,771,1.362,771,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,800,571,1.401,571,RGB
FGVC-Aircraft,1000,679,1.473,679,RGB
FGVC-Aircraft,1024,703,1.457,703,RGB
FGVC-Aircraft,1024,698,1.467,698,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
FGVC-Aircraft,1300,890,1.461,890,RGB
FGVC-Aircraft,800,520,1.538,520,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1280,882,1.451,882,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1000,678,1.475,678,RGB
FGVC-Aircraft,1200,812,1.478,812,RGB
FGVC-Aircraft,1024,724,1.414,724,RGB
FGVC-Aircraft,1024,715,1.432,715,RGB
FGVC-Aircraft,1024,695,1.473,695,RGB
